City;County;GeographicArea;Year;Population;PercentChng_1960;PercentChng_FLAG;Source;geometry
Alameda;Alameda;Bayside;1,960;61,316;1;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,970;70,968;1.157414051797247;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,971;71,900;1.1726139996085851;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,972;72,900;1.188922956487703;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,973;73,300;1.1954465392393503;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,974;74,800;1.2199099745580273;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,975;73,400;1.1970774349272622;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,976;73,400;1.1970774349272622;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,977;71,500;1.166090416856938;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,978;73,100;1.1921847478635266;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,979;69,600;1.1351033987866137;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,980;63,852;1.0413595146454433;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,981;64,200;1.0470350316393764;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,982;64,400;1.0502968230152;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,983;66,200;1.0796529453976125;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,984;70,100;1.1432578772261726;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,985;68,000;1.1090090677800248;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,986;71,300;1.1628286254811142;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,987;69,400;1.13184160741079;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,988;74,400;1.21338639180638;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,989;75,500;1.23132624437341;true;DOF_E4;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,990;73,979;1.2065203209602713;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,991;74,577;1.216273077173984;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,992;76,890;1.2539956944353838;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,993;77,142;1.2581055515689217;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,994;78,515;1.2804977493639509;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,995;77,261;1.2600463174375367;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,996;77,196;1.258986235240394;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,997;75,277;1.2276893469893666;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,998;71,230;1.161686998499576;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;1,999;71,624;1.1681127275099483;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,000;72,259;1.1784689151281884;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,001;72,529;1.1828723334855502;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,002;72,749;1.1864603039989563;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,003;72,612;1.184225976906517;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,004;71,980;1.1739187161589144;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,005;71,727;1.1697925500684976;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,006;71,558;1.1670363363559266;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,007;72,031;1.1747504729597495;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,008;72,598;1.1839976515102093;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,009;73,166;1.1932611390175485;true;DOF_E8;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,010;73,812;1.2037967251614587;true;Census;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,011;74,477;1.2146421814860722;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,012;75,482;1.2310326831495857;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,013;76,878;1.2537999869528345;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,014;77,500;1.263944158131646;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,015;78,381;1.2783123491421489;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,016;80,386;1.3110118076847803;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,017;80,947;1.3201611324939655;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,018;81,195;1.324205753799987;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,019;81,457;1.328478700502316;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,020;81,135;1.3232272163872398;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Alameda;Alameda;Bayside;2,021;80,884;1.3191336682105812;true;DOF_E5;POINT (-122.27077297660445 37.773454455000106)
Albany;Alameda;Bayside;1,960;14,804;1;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,970;15,561;1.05113482842475;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,971;15,350;1.0368819238043772;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,972;15,050;1.016617130505269;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,973;14,550;0.9828424750067548;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,974;14,700;0.9929748716563092;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,975;14,750;0.9963523372061605;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,976;14,700;0.9929748716563092;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,977;14,800;0.999729802756012;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,978;15,450;1.04363685490408;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,979;15,400;1.040259389354229;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,980;15,130;1.0220210753850312;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,981;15,100;1.0199945960551202;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,982;15,150;1.0233720616049715;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,983;15,350;1.0368819238043772;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,984;15,400;1.040259389354229;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,985;15,300;1.033504458254526;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,986;15,250;1.0301269927046743;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,987;15,250;1.0301269927046743;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,988;15,400;1.040259389354229;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,989;16,350;1.104431234801405;true;DOF_E4;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,990;16,327;1.1028776006484733;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,991;16,273;1.099229937854634;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,992;16,382;1.10659281275331;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,993;16,742;1.13091056471224;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,994;16,679;1.1266549581194272;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,995;16,343;1.1039583896244258;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,996;16,211;1.095041880572818;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,997;16,307;1.1015266144285327;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,998;16,468;1.1124020534990544;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;1,999;16,440;1.1105106727911376;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,000;16,444;1.1107808700351256;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,001;16,692;1.1275330991623886;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,002;16,924;1.143204539313699;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,003;17,096;1.1548230208051875;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,004;17,233;1.1640772764117806;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,005;16,889;1.140840313428803;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,006;17,015;1.1493515266144283;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,007;17,332;1.1707646582004865;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,008;17,298;1.1684679816265875;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,009;18,196;1.2291272629019183;true;DOF_E8;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,010;18,539;1.252296676573899;true;Census;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,011;18,417;1.2440556606322617;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,012;18,573;1.254593353147798;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,013;18,532;1.2518238313969197;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,014;18,490;1.2489867603350446;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,015;18,620;1.2577681707646582;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,016;18,558;1.2535801134828424;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,017;18,570;1.254390705214807;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,018;18,818;1.2711429343420697;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,019;18,932;1.278843555795731;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,020;18,871;1.274723047824912;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Albany;Alameda;Bayside;2,021;17,055;1.1520534990543096;true;DOF_E5;POINT (-122.29568269992984 37.8901639615)
Berkeley;Alameda;Bayside;1,960;111,268;1;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,970;114,091;1.0253711758996298;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,971;113,500;1.0200596757378582;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,972;112,300;1.0092749038357838;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,973;110,100;0.9895028220153144;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,974;109,000;0.9796167811050795;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,975;108,900;0.97871805011324;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,976;108,600;0.9760218571377216;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,977;107,300;0.9643383542438078;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,978;106,600;0.9580472373009312;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,979;105,100;0.9445662724233382;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,980;103,328;0.928640759247942;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,981;103,300;0.9283891145702268;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,982;104,700;0.9409713484559802;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,983;105,500;0.9481611963906964;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,984;104,600;0.9400726174641406;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,985;105,500;0.9481611963906964;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,986;104,500;0.9391738864723012;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,987;104,300;0.937376424488622;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,988;103,700;0.9319840385375848;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,989;103,600;0.9310853075457454;true;DOF_E4;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,990;102,724;0.9232124240572313;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,991;102,098;0.9175863680483156;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,992;102,616;0.9222417945860444;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,993;101,980;0.9165258654779452;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,994;101,252;0.9099831038573534;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,995;100,943;0.9072060250925692;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,996;100,148;0.9000611137074451;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,997;100,904;0.906855520005752;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,998;101,893;0.9157439695150448;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;1,999;102,268;0.919114210734443;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,000;102,743;0.9233831829456808;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,001;103,695;0.9319391019879928;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,002;104,793;0.941807168278391;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,003;105,139;0.9449167775101556;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,004;105,611;0.9491587877916382;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,005;105,880;0.9515763741596864;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,006;107,398;0.9652191106158104;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,007;108,721;0.9771093216378474;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,008;109,762;0.9864651112628968;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,009;110,982;0.997429629363339;true;DOF_E8;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,010;112,580;1.0117913506129346;true;Census;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,011;114,444;1.0285436963008232;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,012;115,622;1.039130747384693;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,013;116,569;1.047641729877413;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,014;117,869;1.059325232771327;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,015;119,427;1.0733274616241866;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,016;120,260;1.08081389078621;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,017;121,210;1.0893518352086853;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,018;121,763;1.0943218175935578;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,019;122,297;1.099121041089981;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,020;122,364;1.0997231908545135;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Berkeley;Alameda;Bayside;2,021;116,761;1.049367293381745;true;DOF_E5;POINT (-122.27793562589328 37.875862960000106)
Dublin;Alameda;InlandCoastalDelta;1,983;14,350;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,984;14,500;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,985;14,150;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,986;16,150;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,987;19,200;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,988;20,050;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,989;21,400;;false;DOF_E4;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,990;23,229;;false;Census;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,991;23,099;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,992;24,384;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,993;24,493;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,994;24,501;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,995;24,277;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,996;23,829;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,997;23,928;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,998;24,506;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;1,999;25,045;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,000;30,023;;false;Census;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,001;32,437;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,002;33,514;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,003;35,229;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,004;36,991;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,005;38,147;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,006;39,868;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,007;41,309;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,008;44,321;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,009;45,104;;false;DOF_E8;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,010;46,036;;false;Census;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,011;46,412;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,012;47,081;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,013;50,090;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,014;53,472;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,015;55,970;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,016;57,124;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,017;59,217;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,018;61,488;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,019;63,890;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,020;65,161;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Dublin;Alameda;InlandCoastalDelta;2,021;64,695;;false;DOF_E5;POINT (-121.89051765624586 37.721350016)
Emeryville;Alameda;Bayside;1,960;2,686;1;true;Census;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,970;2,681;0.998138495904691;true;Census;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,971;2,830;1.0536113179448994;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,972;3,030;1.12807148175726;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,973;3,200;1.191362620997766;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,974;3,620;1.347728965003723;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,975;4,110;1.530156366344006;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,976;4,100;1.526433358153388;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,977;4,120;1.533879374534624;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,978;4,150;1.545048399106478;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,979;4,000;1.4892032762472078;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,980;3,714;1.3827252419955325;true;Census;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,981;3,900;1.4519731943410277;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,982;3,880;1.4445271779597917;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,983;3,890;1.4482501861504096;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,984;3,950;1.4705882352941178;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,985;4,190;1.55994043186895;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,986;4,650;1.731198808637379;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,987;4,650;1.731198808637379;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,988;4,930;1.835443037974684;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,989;5,075;1.8894266567386448;true;DOF_E4;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,990;5,740;2.137006701414743;true;Census;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,991;5,815;2.164929262844378;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,992;5,917;2.202903946388682;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,993;6,007;2.2364110201042444;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,994;6,190;2.304542069992554;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,995;6,157;2.2922561429635144;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,996;6,147;2.2885331347728965;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
Emeryville;Alameda;Bayside;1,997;6,196;2.3067758749069247;true;DOF_E8;POINT (-122.29605724181916 37.838485457500084)
